"subj","question","condition","response","vign","knowledge","outcome","norm"
"R_3lYPAV0pVf3w6cC","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_33kkkhLBam1S6pm","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",5,8,"Ignorance","Good Outcome","Morality"
"R_12liuamNAMTTASg","moral","MIG",2,8,"Ignorance","Good Outcome","Morality"
"R_26bVztdvcmp8BFF","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_3NWoJHQmhRAQrD8","moral","MIG",4,8,"Ignorance","Good Outcome","Morality"
"R_2thE9cXB0Rrflqr","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_2BqzFPGiuVehjZi","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_1GTFKbJ96SZThf1","moral","MIG",6,8,"Ignorance","Good Outcome","Morality"
"R_3dEacrXEDPu37re","moral","MIG",4,9,"Ignorance","Good Outcome","Morality"
"R_vSwTWM7OPbELGtX","moral","MIG",4,9,"Ignorance","Good Outcome","Morality"
"R_w7NViULEpgQxUgp","moral","MIG",4,9,"Ignorance","Good Outcome","Morality"
"R_1f3H1Spo60suIcB","moral","MIG",5,9,"Ignorance","Good Outcome","Morality"
"R_1pAI15UyGZ5zq21","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_RWZqZe6IB87Zd1n","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_3MQgazHr2PORZoF","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_V4J6BIXwRTnACBj","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_1rPIB8J29JnErnm","moral","MIG",3,9,"Ignorance","Good Outcome","Morality"
"R_11YiJHgplnC6tFv","moral","MIG",2,9,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_3dFIeuNX3GKX936","moral","MIG",7,9,"Ignorance","Good Outcome","Morality"
"R_XXS7n0tnh79dTe9","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_2wRFEXEXwSLe24f","moral","MIG",5,9,"Ignorance","Good Outcome","Morality"
"R_1M5TRrMrb71j0vv","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_1eFPnIDqZ5wkA2i","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_12FH9deST9sEEEp","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_tE79OZEDTUawN2N","moral","MIG",2,9,"Ignorance","Good Outcome","Morality"
"R_2D7GOZXVcjokPUR","moral","MIG",2,9,"Ignorance","Good Outcome","Morality"
"R_2Cq3QWBzV1OPZyN","moral","MIG",5,9,"Ignorance","Good Outcome","Morality"
"R_5n0pcMbiqjK1h8B","moral","MIG",2,9,"Ignorance","Good Outcome","Morality"
"R_2rDypkftVvoLaqc","moral","MIG",3,9,"Ignorance","Good Outcome","Morality"
"R_3hbCIAeeJzdgmjJ","moral","MIG",1,9,"Ignorance","Good Outcome","Morality"
"R_vTd8rCHIaU7oJTr","moral","MIG",2,9,"Ignorance","Good Outcome","Morality"
"R_2BaE06eFVQCbqBt","moral","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_DdZydKsZFZ7vRkd","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_1gLyO0SlHXS3vKs","moral","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_w7NViULEpgQxUgp","moral","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_31SGa7E11qtYGmd","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_RWZqZe6IB87Zd1n","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_3fIXTvdzh8oxV1L","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_bdg5rZAzgE1TOMh","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_qQIhaR6uiDnK1vH","moral","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_urYr3uwPboDvrtD","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_3dFIeuNX3GKX936","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_2Qml6F0sgElV2vJ","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_3rJ51T2ruwNbfAU","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_DePtS0yjSvFotVv","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_1qW17ExgKE43t1L","moral","MIG",5,10,"Ignorance","Good Outcome","Morality"
"R_2zB0f6P5WEMqAVs","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_xbICNVUV6i3EwSd","moral","MIG",4,10,"Ignorance","Good Outcome","Morality"
"R_3lYPAV0pVf3w6cC","moral","MIG",2,10,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_5n0pcMbiqjK1h8B","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_01bV1iz8tBW0JP3","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_3FJanM7CPcs2uDz","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_w1yiYligPGlVtMR","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_2BqzFPGiuVehjZi","moral","MIG",5,10,"Ignorance","Good Outcome","Morality"
"R_3m9Ie9DPPLj7XEO","moral","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_51rz3Nw8MT2Atfr","moral","MIG",1,11,"Ignorance","Good Outcome","Morality"
"R_1hFpJO86VERnx5F","moral","MIG",2,11,"Ignorance","Good Outcome","Morality"
"R_3O6PqNPMCugLmgh","moral","MIG",2,11,"Ignorance","Good Outcome","Morality"
"R_vSwTWM7OPbELGtX","moral","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_3Gj34JHw1lpXmi9","moral","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_RWZqZe6IB87Zd1n","moral","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_UGUiTpKFBX58nqV","moral","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_8oXnAAFcxaK83vz","moral","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_3012Nf3o7r10OSk","moral","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_3Jruot2HTrZQbGh","moral","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",1,11,"Ignorance","Good Outcome","Morality"
"R_1HqI9csHbUabml7","moral","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_1jfW2S5n2k71h1f","moral","MIG",1,11,"Ignorance","Good Outcome","Morality"
"R_ClWAQE2QWEXK665","moral","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_3hgRQu2g3Pz7B5B","moral","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_1eznzuf8TaZZj8v","moral","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_2ygslxE9KKB0U5t","moral","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_u1vCx4a5in54gMx","moral","MIG",2,11,"Ignorance","Good Outcome","Morality"
"R_3RflkQJbqZ9BSFA","moral","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_Z3iaM83FxKdnKz7","moral","MIG",2,11,"Ignorance","Good Outcome","Morality"
"R_2eQe2N5vS0VzuL6","moral","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_eEc8NFvfssWnOUh","moral","MIG",1,11,"Ignorance","Good Outcome","Morality"
"R_2tLu9ls2YYb7lab","moral","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_24jAeOHgczY4IBn","moral","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_27wl9xEnemWuTXg","moral","MIG",1,11,"Ignorance","Good Outcome","Morality"
"R_2uWJCBdJpAtMFUw","moral","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_2tySeP3a0nvlDMn","moral","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_51rz3Nw8MT2Atfr","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_1gLyO0SlHXS3vKs","moral","MIG",3,12,"Ignorance","Good Outcome","Morality"
"R_vSwTWM7OPbELGtX","moral","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_1f3H1Spo60suIcB","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_O9l03sKDyYPQR1L","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_2y3LkEAghkf0N4l","moral","MIG",2,12,"Ignorance","Good Outcome","Morality"
"R_1rPIB8J29JnErnm","moral","MIG",2,12,"Ignorance","Good Outcome","Morality"
"R_2dLOdsJqKhVH80Q","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_3dFIeuNX3GKX936","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_1HqI9csHbUabml7","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_1K9ENKGtHpJ9WqV","moral","MIG",5,12,"Ignorance","Good Outcome","Morality"
"R_3fcx83rEW5yjiXr","moral","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_2Vrym3e2jMG6h2B","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_2zB0f6P5WEMqAVs","moral","MIG",2,12,"Ignorance","Good Outcome","Morality"
"R_1BRbkIKchPFswGs","moral","MIG",3,12,"Ignorance","Good Outcome","Morality"
"R_xbICNVUV6i3EwSd","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_tE79OZEDTUawN2N","moral","MIG",3,12,"Ignorance","Good Outcome","Morality"
"R_1prGWKRTFrK96cC","moral","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_Z3iaM83FxKdnKz7","moral","MIG",3,12,"Ignorance","Good Outcome","Morality"
"R_2z6C3H6ziUkTYb4","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_3h4nff7B6R88rHr","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_2RVrFXsvvbJz0Fb","moral","MIG",5,12,"Ignorance","Good Outcome","Morality"
"R_3hbCIAeeJzdgmjJ","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_3m9Ie9DPPLj7XEO","moral","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_2Ytin91h8nvssDV","moral","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_3dEacrXEDPu37re","moral","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_3sslnUcV4zywwDd","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_1owpLqAhomJbqLA","moral","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_1pAI15UyGZ5zq21","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_2E5nKKuoxcOOe55","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_2y3LkEAghkf0N4l","moral","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_1jTIkuunUX6Tldu","moral","MIG",2,13,"Ignorance","Good Outcome","Morality"
"R_1nUCbhkBuDSPQZb","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_0dIqsoLA4bhUxEJ","moral","MIG",3,13,"Ignorance","Good Outcome","Morality"
"R_3j2911pazmJqBQY","moral","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_3EooUhbefzP7wTS","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_1OBnPYMt6qgk5bm","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_3lrehgvkjdSEPDj","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_1j81MYOOvUb72Zw","moral","MIG",2,13,"Ignorance","Good Outcome","Morality"
"R_XsNe3Zd1DVl1Dq1","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_1rNABCQLfGsabgC","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_2c1T9PYxBKcBRzv","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_Z3iaM83FxKdnKz7","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_2z6C3H6ziUkTYb4","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_1reQmhV7MHR1Hjd","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_26bVztdvcmp8BFF","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_27dPUMh2YsN8tL8","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_2e2N00EI0ckZAA6","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_2uWJCBdJpAtMFUw","moral","MIG",1,13,"Ignorance","Good Outcome","Morality"
"R_0vU5wieIFCrPRIZ","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_1owpLqAhomJbqLA","moral","MIG",2,14,"Ignorance","Good Outcome","Morality"
"R_w7NViULEpgQxUgp","moral","MIG",3,14,"Ignorance","Good Outcome","Morality"
"R_1f3H1Spo60suIcB","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_1jTIkuunUX6Tldu","moral","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_3hsEcL8K61hnh9l","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_11YiJHgplnC6tFv","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_2AYi3BxnEZfqpZK","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_2rjxr15Kg7PYtwv","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_2dyzltpiZ1UPAWU","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_3Etd67tIHFIwR1n","moral","MIG",7,14,"Ignorance","Good Outcome","Morality"
"R_3OoVv24Xf5rxDmf","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_DePtS0yjSvFotVv","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_2Vrym3e2jMG6h2B","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_1eznzuf8TaZZj8v","moral","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_1M5TRrMrb71j0vv","moral","MIG",2,14,"Ignorance","Good Outcome","Morality"
"R_1Nb78sivVT7t6j4","moral","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_7OFtXJlSTRWI8fL","moral","MIG",2,14,"Ignorance","Good Outcome","Morality"
"R_25MdM1HSJrETCFT","moral","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_33kkkhLBam1S6pm","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",3,14,"Ignorance","Good Outcome","Morality"
"R_3FJanM7CPcs2uDz","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_27dPUMh2YsN8tL8","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_1I6IiMnHYC4bc9o","moral","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_3dEacrXEDPu37re","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_yQ5aBury4JVYJY5","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_3sslnUcV4zywwDd","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_1JOXv2iKeD2CTH6","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_3oMfMZATScx3dLo","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_w7NViULEpgQxUgp","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_2P7n2kkR8AWqwbA","moral","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_1pAI15UyGZ5zq21","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_27eRaPtZVEaHpMy","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_V4J6BIXwRTnACBj","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_1JCxB01GB5QpQd7","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_1qW17ExgKE43t1L","moral","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_1Aga2njqskcPlCx","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_2U9I3DclKD2Xixl","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_1eznzuf8TaZZj8v","moral","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_1mpYMLn3bHMBNJ6","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_1Nb78sivVT7t6j4","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_2D7GOZXVcjokPUR","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",3,15,"Ignorance","Good Outcome","Morality"
"R_5n0pcMbiqjK1h8B","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_2eQe2N5vS0VzuL6","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_eEc8NFvfssWnOUh","moral","MIG",4,15,"Ignorance","Good Outcome","Morality"
"R_2rDypkftVvoLaqc","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_24jAeOHgczY4IBn","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_27wl9xEnemWuTXg","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_1GTFKbJ96SZThf1","moral","MIG",4,15,"Ignorance","Good Outcome","Morality"
"R_1hSz0Jm1UlkYLv3","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2f7Cpx4ZrV14c3I","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_31SGa7E11qtYGmd","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_UGUiTpKFBX58nqV","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_1f9IaKdI0gZxQ3m","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2y3LkEAghkf0N4l","moral","MIG",3,16,"Ignorance","Good Outcome","Morality"
"R_2EjjvYLoRIIqCBq","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_UMFIGTr6BLH2Qal","moral","MIG",2,16,"Ignorance","Good Outcome","Morality"
"R_1OHqE9UmAFBJb5B","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_3knNEnfwNgELtrq","moral","MIG",2,16,"Ignorance","Good Outcome","Morality"
"R_ClWAQE2QWEXK665","moral","MIG",3,16,"Ignorance","Good Outcome","Morality"
"R_2Qml6F0sgElV2vJ","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_1QF5ePps1pJim3v","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_afxGr8OkWrqX7ON","moral","MIG",7,16,"Ignorance","Good Outcome","Morality"
"R_1BRbkIKchPFswGs","moral","MIG",4,16,"Ignorance","Good Outcome","Morality"
"R_1Nb78sivVT7t6j4","moral","MIG",4,16,"Ignorance","Good Outcome","Morality"
"R_33kkkhLBam1S6pm","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_1lcmFF3SVmwpTCA","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_3h4nff7B6R88rHr","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2RVrFXsvvbJz0Fb","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2xKtmkxYUNToyYr","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_8filTUw4nwyQyat","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_27wl9xEnemWuTXg","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,2,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,2,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,2,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"4","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",2,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"4","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
